transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
01/02/2020,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/31/2019,Joint,ALB,Albemarle Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/31/2019,Joint,BAH,Booz Allen Hamilton Holding Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/31/2019,Joint,DOW,Dow Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/31/2019,Joint,KMI,"Kinder Morgan, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/30/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/23/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/19/2019,Joint,ACA,"Arcosa, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/19/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/19/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/18/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/17/2019,Joint,PAA,"Plains All American Pipeline, L.P.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/16/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/16/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/16/2019,Joint,LNG,"Cheniere Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/13/2019,Joint,SUN,Sunoco LP,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/13/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/12/2019,Joint,IP,International Paper Company,Stock,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/11/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/10/2019,Joint,PAA,"Plains All American Pipeline, L.P.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/10/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/09/2019,Joint,TRGP,Targa Resources Corp.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/09/2019,Joint,TRGP,Targa Resources Corp.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/06/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/05/2019,Joint,ALB,Albemarle Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/03/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/03/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a78c3a39-385a-40e2-8062-c429eb485393/
12/31/2019,Self,BIV,Vanguard Intermediate-Term Bond Index Fund ETF Sha,Stock,Purchase,"$100,001 - $250,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/4a942198-2478-4da7-b598-c98a9fe676da/
12/31/2019,Self,VFIJX,Vanguard GNMA Fund Admiral Shares,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/4a942198-2478-4da7-b598-c98a9fe676da/
12/31/2019,Self,SLB,Schlumberger Limited,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/4a942198-2478-4da7-b598-c98a9fe676da/
12/31/2019,Self,MPC,Marathon Petroleum Corporation,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/4a942198-2478-4da7-b598-c98a9fe676da/
12/23/2019,Self,TGBAX,Templeton Global Bond Fund Advisor Class,Stock,Sale (Full),"$100,001 - $250,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/4a942198-2478-4da7-b598-c98a9fe676da/
12/23/2019,Self,REZI,"Resideo Technologies, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/4a942198-2478-4da7-b598-c98a9fe676da/
12/23/2019,Self,KHC,The Kraft Heinz Company,Stock,Sale (Full),"$100,001 - $250,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/4a942198-2478-4da7-b598-c98a9fe676da/
12/23/2019,Self,GTX,Garrett Motion Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/4a942198-2478-4da7-b598-c98a9fe676da/
12/10/2019,Self,PPL,PPL Corporation,Stock,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/9b46abe5-1ef6-418d-811e-fbd5f56a1f49/
12/27/2019,Spouse,--,"UBS Contingent Autocall Bank of America <div class=""text-muted""><em>Rate/Coupon:</em> 8.1%<br> <em>Matures:</em> 12/30/2022</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79a6c9ae-2a6a-4194-86d8-ab66885bdb3b/
12/27/2019,Spouse,--,"UBS Contingent Autocall Bank of America <div class=""text-muted""><em>Rate/Coupon:</em> 8.1%<br> <em>Matures:</em> 12/30/2022</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79a6c9ae-2a6a-4194-86d8-ab66885bdb3b/
12/17/2019,Spouse,UAA,"Under Armour, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79a6c9ae-2a6a-4194-86d8-ab66885bdb3b/
12/17/2019,Spouse,UAA,"Under Armour, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79a6c9ae-2a6a-4194-86d8-ab66885bdb3b/
12/17/2019,Spouse,BP,BP p.l.c.,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79a6c9ae-2a6a-4194-86d8-ab66885bdb3b/
12/16/2019,Self,--,Invesco Pacific Growth A,Other Securities,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79a6c9ae-2a6a-4194-86d8-ab66885bdb3b/
12/06/2019,Spouse,--,"MS Contingent Autocall Intel <div class=""text-muted""><em>Rate/Coupon:</em> 8.2%<br> <em>Matures:</em> 12/9/2022</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79a6c9ae-2a6a-4194-86d8-ab66885bdb3b/
12/06/2019,Spouse,--,"MS Contingent Autocall Intel <div class=""text-muted""><em>Rate/Coupon:</em> 8.2%<br> <em>Matures:</em> 12/9/2022</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79a6c9ae-2a6a-4194-86d8-ab66885bdb3b/
12/19/2019,Joint,IBM,International Business Machines Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d4c51c35-fa7f-4def-8317-fb6317e21160/
11/26/2019,Spouse,KHC,"The Kraft Heinz Company <div class=""text-muted"">Option Type: Neither <br><em>Strike price:</em> $24.96 <br> <em>Expires:</em> 02/23/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Option received as part of compensation.,Roy Blunt,https://efdsearch.senate.gov/search/view/ptr/7ddbb448-44d1-47b5-8f47-fa2eab111d60/
12/02/2019,Spouse,MDLZ,"Mondelez International, Inc. <div class=""text-muted"">Option Type: Neither <br><em>Strike price:</em> $24.87 <br> <em>Expires:</em> 02/23/2022 </div>",Stock Option,Sale (Full),"$50,001 - $100,000",Option as part of compensation from employer prior to company split.,Roy Blunt,https://efdsearch.senate.gov/search/view/ptr/7ddbb448-44d1-47b5-8f47-fa2eab111d60/
12/06/2019,Self,TFC,BB&amp;T CORP (Exchanged) <br> Truist Financial Corporation (Received),Stock,Exchange,"$15,001 - $50,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/b4f5da30-40c3-4b8c-a01b-91c5ec512773/
12/20/2019,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,John Boozman,https://efdsearch.senate.gov/search/view/paper/dc7026aa-e4d5-481c-9846-270e41a8f72c/
12/06/2019,Self,--,"Metropolitan Nashville Airport Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 07/01/2036</div>",Municipal Security,Purchase,"$100,001 - $250,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
12/06/2019,Spouse,--,"Metropolitan Nashville Airport Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 07/01/2036</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
12/06/2019,Spouse,--,"Metropolitan Nashville Airport Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 07/01/2036</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
12/06/2019,Spouse,--,"Metropolitan Nashville Airport Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 07/01/2037</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
12/05/2019,Self,--,"Franklin County Ohio Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 12/01/2038</div>",Municipal Security,Purchase,"$100,001 - $250,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
12/05/2019,Spouse,--,"Franklin County Ohio Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 12/01/2038</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
12/05/2019,Spouse,--,"Franklin County Ohio Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 12/01/2038</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
11/22/2019,Self,--,"King County Washington Sch Dist G.O. Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 12/01/2036</div>",Municipal Security,Purchase,"$100,001 - $250,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
11/22/2019,Spouse,--,"King County Washington Sch Dist G.O. Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 12/01/2037</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
11/22/2019,Spouse,--,"King County Washington Sch Dist G.O. Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 12/01/2036</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
11/22/2019,Spouse,--,"King County Washington Sch Dist G.O. Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 12/01/2036</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
11/20/2019,Self,--,"Washington State Motor Vehicle Fuel Tax G.O. Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.25%<br> <em>Matures:</em> 06/01/2027</div>",Municipal Security,Sale (Full),"$100,001 - $250,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/
10/11/2018,Self,MTUM,iShares Edge MSCI USA Momentum Factor ETF,Stock,Purchase,"$1,001 - $15,000",--,John N Kennedy,https://efdsearch.senate.gov/search/view/ptr/e9f2d5d8-0d9f-4894-ac58-55e9afdea159/
10/09/2018,Self,--,CVG (Exchanged) <br> SNX (Received),Stock,Exchange,"$1,001 - $15,000",--,John N Kennedy,https://efdsearch.senate.gov/search/view/ptr/e9f2d5d8-0d9f-4894-ac58-55e9afdea159/
11/19/2019,Self,--,"SIMON PPTY GROUP LP B/E 02.450% 091329 DTD091319 <div class=""text-muted""><em>Rate/Coupon:</em> 02.450%<br> <em>Matures:</em> 09/13/29</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/3ade0c4c-6fe4-46cc-b318-c88b913aaab1/
12/16/2019,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Richard Blumenthal,https://efdsearch.senate.gov/search/view/paper/b7efa216-68b7-412b-9ca9-a491afc231ff/
11/19/2019,Self,PRU,"Prudential Financial, Inc.",Stock,Purchase,"$100,001 - $250,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/1debb953-82f1-4cd3-a038-ee7c85d975f8/
11/19/2019,Self,BSTZ,BlackRock Science and Technology Trust II,Stock,Purchase,"$100,001 - $250,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/1debb953-82f1-4cd3-a038-ee7c85d975f8/
12/04/2019,Spouse,WFC,Wells Fargo &amp; Company,Stock,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"A. Mitchell Mcconnell, Jr.",https://efdsearch.senate.gov/search/view/ptr/c8736c02-d30a-4c66-a4d9-0bac2e7afd46/
11/05/2019,Self,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/aa1a643b-f4cf-41f8-81be-c37589af8359/
11/06/2019,Self,ET,Energy Transfer LP,Stock,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/aa1a643b-f4cf-41f8-81be-c37589af8359/
11/19/2019,Child,NDAQ,"Nasdaq, Inc.",Stock,Purchase,"$1,001 - $15,000",Child #1,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/aa1a643b-f4cf-41f8-81be-c37589af8359/
11/19/2019,Child,NDAQ,"Nasdaq, Inc.",Stock,Sale (Full),"$1,001 - $15,000",Child #1,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/aa1a643b-f4cf-41f8-81be-c37589af8359/
11/15/2019,Self,--,"Acumen Pharmaceuticals, Inc. <div class=""text-muted""> <em>Company:</em> Acumen Pharmaceuticals, Inc. &nbsp;(South San Francisco, CA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Drug Discovery</div>",Non-Public Stock,Purchase,"$50,001 - $100,000",--,Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/d030c264-a886-4f41-9b55-3613ab493cf8/
11/20/2019,Spouse,--,"Portland ME Arpt Rev Green Bd 736564DZ5 <div class=""text-muted""><em>Rate/Coupon:</em> 4.000%<br> <em>Matures:</em> 01/01/2024</div>",Municipal Security,Purchase,"$15,001 - $50,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/56bdcfcf-d2f5-44a4-ab51-446a7ab58116/
11/19/2019,Spouse,--,"Waterville ME 942231QM6 <div class=""text-muted""><em>Rate/Coupon:</em> 2.125%<br> <em>Matures:</em> 04/01/2024</div>",Municipal Security,Purchase,"$15,001 - $50,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/56bdcfcf-d2f5-44a4-ab51-446a7ab58116/
11/29/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/26/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/26/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/21/2019,Joint,AM,Antero Midstream Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/20/2019,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/20/2019,Joint,ALB,Albemarle Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/19/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/19/2019,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/14/2019,Joint,SPY,SPDR S&amp;P 500 ETF,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/14/2019,Joint,CTSH,Cognizant Technology Solutions Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/14/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/14/2019,Joint,XOM,Exxon Mobil Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/12/2019,Joint,TCP,"TC PipeLines, LP",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/12/2019,Joint,CBS,CBS Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/12/2019,Joint,LGF-B,Lions Gate Entertainment Corp.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/11/2019,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/11/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/11/2019,Joint,CBS,CBS Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/11/2019,Joint,SPY,SPDR S&amp;P 500 ETF,Stock,Sale (Partial),"$100,001 - $250,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/11/2019,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
11/11/2019,Joint,CBS,CBS Corporation,Stock,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/685385cc-d42d-46bd-a28d-ddc0a76dd675/
